Description,Location,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Land_area (sqm),Latitude,Longitude,Link
"1-Bedroom Unit (2811) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,042,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2811-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (2918) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,007,000",1,na,57,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2918-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"The Glaston Tower - Office Unit, Prime Unit (17L) for Sale in Ortigas East Pasig","Ugong, Pasig","26,699,000",na,na,100,na,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-prime-unit-17l-for-sale-in-ortigas-east-pasig.html
"1-Bedroom Unit (27K) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","28,012,000",1,1,69,na,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-27k-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"1-Bedroom Unit (1218) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,229,000",1,na,56,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1218-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (9K) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","21,987,000",1,1,67,na,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-9k-for-sale-in-empress-at-capitol-commons-pasig-city.html
1BR with Balcony (38 sqm) in Moldex Residences Silang Cavite near Dasmarinas,"Biluso, Silang",na,1,1,38,na,14.247941,120.952854,https://www.lamudi.com.ph/1br-with-balcony-38-sqm-in-moldex-residences-silang-cavite-near-dasmarinas.html
"Condominium with 2 bedroom for Sale in Suntrust Shanata, Novaliches, Quezon City","Novaliches, Quezon City","6,363,100",2,1,35,na,14.68155,121.0198,https://www.lamudi.com.ph/condominium-with-2-bedroom-for-sale-in-suntrust-shanata-novaliches-quezon-city.html
"Pre-Selling 1BR Executive at The Sapphire Bloc East in Ortigas CBD, Pasig, 11.4M","Ortigas CBD, Pasig","11,400,000",1,1,na,na,14.587518,121.062753,https://www.lamudi.com.ph/pre-selling-1br-executive-at-the-sapphire-bloc-east-in-ortigas-cbd-pasig-11-4m.html
305 Sqm Penthouse Office Space with Parking Slot for Sale in Makati City,"Salcedo Village, Makati","52,000,000",na,na,305,na,14.5596699,121.0206028,https://www.lamudi.com.ph/305-sqm-penthouse-office-space-with-parking-slot-for-sale-in-makati-city-947.html
"2-Bedroom Unit (S63C) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","18,013,400",2,2,74,na,14.583771,121.059675,https://www.lamudi.com.ph/2-bedroom-unit-s63c-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1BR Condo Unit for Sale in Seville Residences at Circulo Verde, Bagumbayan, Quezon Ci...","Bagumbayan, Quezon City","9,397,390",1,1,46,na,14.605396,121.081903,https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-seville-residences-at-circulo-verde-bagumbayan-quezon-city-unit-1b.html
"2-Bedroom Unit (3401) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","27,512,000",2,na,89,na,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3401-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (3103) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,351,000",1,na,57,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3103-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Studio Unit (5T1705) for Sale in Studio City, Alabang, Muntinlupa City (for as low as...","Alabang, Muntinlupa",na,1,1,16,na,14.4179774,121.037608,https://www.lamudi.com.ph/studio-unit-5t1705-for-sale-in-studio-city-alabang-muntinlupa-city-for-as-low-as-php-11-800-monthly.html
Cityland One Premier - Studio Unit (23 sqm) for Sale in Las Pinas City,"Almanza Uno, Las Pinas","2,687,891",1,1,23,na,14.4324914,121.0140532,https://www.lamudi.com.ph/cityland-one-premier-studio-unit-23-sqm-for-sale-in-las-pinas-city.html
"Studio Condo Unit (26D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong","7,744,557",1,1,31,na,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-26d-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Studio Condo Unit (23G) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong","7,722,220",1,1,31,na,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-23g-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Studio Condo Unit (11G) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong","7,961,545",1,1,31,na,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-11g-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"Studio Condo Unit (30B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong","7,432,712",1,1,32,na,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-30b-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"1-Bedroom Unit (37M) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","22,863,000",1,1,70,na,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-37m-for-sale-in-empress-at-capitol-commons-pasig-city.html
"Studio (4109) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","9,206,000",1,na,32,na,14.588882,121.079016,https://www.lamudi.com.ph/studio-4109-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"2-Bedroom Unit for Sale in 88 Gibraltar Tower 1, Gibraltar, Baguio","Gibraltar, Baguio","9,046,000",2,1,44,na,16.419598,120.626852,https://www.lamudi.com.ph/2-bedroom-unit-for-sale-in-88-gibraltar-tower-1-gibraltar-baguio.html
"1-Bedroom Unit (2611) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,902,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2611-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"2-Bedroom Garden Unit (164 sqm) for Sale in Maple at Verdant Towers, Ortigas, Pasig C...","Ugong, Pasig","56,507,000",2,1,164,na,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-garden-unit-164-sqm-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"2-Bedroom Unit (3918) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","27,298,000",2,1,89,na,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3918-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"3-Bedroom Unit (N09E) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","24,586,800",3,2,102,na,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-n09e-for-sale-in-maven-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (20L) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","44,002,000",2,2,109,na,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-20l-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"Studio Condo Unit (10F) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong","7,961,511",1,1,33,na,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-10f-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html
"The Glaston Tower - Office Unit, Prime Unit (34B) for Sale in Ortigas East, Pasig Cit...","Ugong, Pasig","24,000,000",na,na,88,na,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-prime-unit-34b-for-sale-in-ortigas-east-pasig-city.html
"1-Bedroom Unit (3203) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,420,000",1,na,57,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3203-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (2218) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,560,000",1,na,53,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2218-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"3-Bedroom Unit (58I) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","56,826,000",3,3,151,na,14.575822,121.064324,https://www.lamudi.com.ph/3-bedroom-unit-58i-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (923) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,262,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-923-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (1021) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,229,000",1,na,56,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1021-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (S45D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","11,088,000",1,1,47,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s45d1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (2211) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,762,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2211-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (1115) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,601,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1115-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (1615) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,737,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1615-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (2603) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,033,000",1,na,52,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2603-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (915) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,912,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-915-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Studio Unit (3602) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","8,957,000",1,1,35,na,14.588882,121.079016,https://www.lamudi.com.ph/studio-unit-3602-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (3310) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,042,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3310-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (4110) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","18,126,000",1,na,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-4110-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (3703) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,549,000",1,na,57,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3703-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Offices at The Galleon - Prime Unit (22G) for Sale in Ortigas, Pasig","San Antonio, Pasig","27,975,000",na,na,82,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-22g-for-sale-in-ortigas-pasig.html
"The Glaston Tower - Office Unit, Prime Unit (17L) for Sale in Ortigas East Pasig","Ugong, Pasig","26,699,000",na,na,100,na,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-prime-unit-17l-for-sale-in-ortigas-east-pasig.html
"1-Bedroom Unit (3015) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,007,000",1,na,57,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3015-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (2207) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,762,000",1,na,56,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2207-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"2-Bedroom Condo (Unit C) for Sale in Suntrust Shanata, Novaliches Quezon City","Novaliches, Quezon City","6,363,100",2,1,35,na,14.68155,121.0198,https://www.lamudi.com.ph/2-bedroom-condo-unit-c-for-sale-in-suntrust-shanata-novaliches-quezon-city-1.html
"Studio (3909) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","8,151,000",1,na,32,na,14.588882,121.079016,https://www.lamudi.com.ph/studio-3909-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (2911) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,972,000",1,1,58,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2911-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (3206) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","16,283,000",1,1,57,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3206-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Studio Unit (19L) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","11,571,000",1,1,39,na,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-19l-for-sale-in-empress-at-capitol-commons-pasig-city.html
"The Glaston Tower - Office Unit, Prime Unit (31I) for Sale in Ortigas East, Pasig Cit...","Ugong, Pasig","28,221,000",na,na,100,na,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-prime-unit-31i-for-sale-in-ortigas-east-pasig-city.html
"Offices at The Galleon - Prime Suite (20K) for Sale in Ortigas, Pasig","San Antonio, Pasig","40,859,000",na,na,114,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-suite-20k-for-sale-in-ortigas-pasig.html
"1-Bedroom Unit (27K) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","28,012,000",1,1,69,na,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-27k-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"1-Bedroom Unit (33K) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","28,080,000",1,1,69,na,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-33k-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"1-Bedroom Unit (10C) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","27,106,000",1,1,70,na,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-10c-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"1-Bedroom Unit (24G) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig","26,767,000",1,1,74,na,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-24g-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html
"1-Bedroom Unit (27A) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","22,974,000",1,1,67,na,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-27a-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (51D) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","21,596,000",1,1,66,na,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-51d-for-sale-in-empress-at-capitol-commons-pasig-city.html
"Studio Unit (31L) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","11,793,000",1,1,39,na,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-31l-for-sale-in-empress-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (3101) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","27,405,000",2,na,89,na,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3101-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"Offices at The Galleon - Prime Unit (35L) for Sale in Ortigas, Pasig","San Antonio, Pasig","27,516,000",na,na,77,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-35l-for-sale-in-ortigas-pasig.html
"1-Bedroom Unit (N35K) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","12,263,600",1,1,48,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n35k-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (N41E1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","14,103,600",1,1,58,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n41e1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"3-Bedroom Townhouse for Sale at Lancaster New City in General Trias, Cavite -ANICA Mo...","Pasong Camachile I, General Trias","2,389,000",3,na,50,50,14.37318,120.896613,https://www.lamudi.com.ph/3-bedroom-townhouse-for-sale-at-lancaster-new-city-in-general-trias-cavite-anica-model.html
"1-Bedroom Unit (50F) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","22,749,000",1,1,66,na,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-50f-for-sale-in-empress-at-capitol-commons-pasig-city.html
"2-Bedroom Unit (S57G) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","17,743,600",2,2,74,na,14.583771,121.059675,https://www.lamudi.com.ph/2-bedroom-unit-s57g-for-sale-in-maven-at-capitol-commons-pasig-city.html
"Offices at The Galleon - Glass Unit (14N) for Sale in Ortigas, Pasig","San Antonio, Pasig","36,089,000",na,na,106,na,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-glass-unit-14n-for-sale-in-ortigas-pasig.html
"1-Bedroom Unit (9K) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig","21,987,000",1,1,67,na,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-9k-for-sale-in-empress-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (819) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,297,000",1,na,56,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-819-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"2-Bedroom Unit (S58G) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","17,855,600",2,2,74,na,14.583771,121.059675,https://www.lamudi.com.ph/2-bedroom-unit-s58g-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (N06I) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","11,619,300",1,1,43,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n06i-for-sale-in-maven-at-capitol-commons-pasig-city.html
"1-Bedroom Unit (1218) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig","15,229,000",1,na,56,na,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1218-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html
"1-Bedroom Unit (N22E1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig","12,230,400",1,1,57,na,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n22e1-for-sale-in-maven-at-capitol-commons-pasig-city.html
"Offices at The Galleon - Prime Unit (20M) for Sale in Ortigas, Pasig","San Antonio, Pasig","31,632,000",na,na,93,na,14.582707,121.061458,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-20m-for-sale-in-ortigas-pasig.html
"Offices at The Galleon - Prime Unit (24M) for Sale in Ortigas, Pasig","San Antonio, Pasig","31,939,000",na,na,93,na,14.582707,121.061458,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-24m-for-sale-in-ortigas-pasig.html
